ID,性別,高齢者フラグ,既婚,扶養家族,在職期間,電話サービス,複数回線,インターネットサービス,セキュリティサービス,バックアップサービス,機器予防サービス,テクニカルサポート,ストリーミングサービス（TV),ストリーミングサービス（映画),契約期間,電子請求書,支払い方法,月額支払額,通算支払額,解約
3466-BYAVD,男性,非高齢者,既婚,あり,15,あり,1回線,DSL,なし,あり,あり,あり,なし,あり,毎月更新,電子請求書,郵送小切手,69.5,1071.4,No
3780-YVMFA,女性,非高齢者,既婚,あり,8,あり,1回線,DSL,なし,なし,なし,あり,あり,あり,毎月更新,電子請求書,電子決済,68.55,564.35,No
3874-EQOEP,男性,非高齢者,未婚,なし,7,あり,複数回線,Fiber optic,なし,なし,なし,なし,あり,あり,毎月更新,紙請求書,郵送小切手,95,655.5,Yes
1679-JRFBR,女性,非高齢者,既婚,あり,70,あり,複数回線,Fiber optic,あり,あり,あり,なし,あり,あり,1年更新,電子請求書,クレジットカード,108.15,7930.55,No
9073-ZZIAY,男性,非高齢者,既婚,あり,62,あり,1回線,DSL,あり,あり,あり,あり,あり,あり,2年更新,紙請求書,電子決済,86.1,5215.25,No
3077-RSNTJ,女性,非高齢者,既婚,あり,6,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,郵送小切手,19.7,113.5,No
6551-GNYDG,女性,非高齢者,既婚,あり,14,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,あり,毎月更新,電子請求書,口座引き落とし,80.9,1152.8,No
9167-APMXZ,女性,非高齢者,未婚,なし,22,あり,複数回線,Fiber optic,なし,なし,なし,なし,あり,なし,毎月更新,電子請求書,口座引き落とし,84.15,1821.95,No
2749-CTKAJ,男性,非高齢者,既婚,あり,22,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,郵送小切手,20.15,419.9,No
6371-NZYEG,男性,非高齢者,既婚,あり,16,あり,1回線,DSL,あり,なし,あり,なし,あり,なし,2年更新,紙請求書,郵送小切手,64.25,1024,No
7554-NEWDD,男性,非高齢者,未婚,なし,10,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,口座引き落とし,25.7,251.6,No
8992-VONJD,女性,非高齢者,未婚,あり,13,あり,1回線,DSL,あり,あり,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,56,764.55,No
0867-MKZVY,女性,非高齢者,既婚,なし,20,あり,複数回線,Fiber optic,あり,なし,なし,なし,なし,なし,毎月更新,紙請求書,電子決済,82.4,1592.35,Yes
4482-EWFMI,女性,非高齢者,未婚,なし,2,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,69.7,135.2,No
4648-YPBTM,男性,非高齢者,未婚,なし,53,あり,複数回線,DSL,なし,あり,あり,あり,なし,あり,2年更新,電子請求書,口座引き落とし,73.9,3958.25,No
2907-ILJBN,女性,非高齢者,既婚,あり,11,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,郵送小切手,20.6,233.9,No
6345-FZOQH,男性,非高齢者,既婚,なし,69,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,郵送小切手,19.9,1363.45,No
3376-BMGFE,女性,非高齢者,未婚,なし,4,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,口座引き落とし,70.9,273,Yes
5997-OPVFA,男性,非高齢者,既婚,なし,72,あり,複数回線,DSL,あり,あり,あり,あり,あり,あり,2年更新,電子請求書,口座引き落とし,89.05,6254.45,No
3445-HXXGF,男性,高齢者,既婚,なし,58,なし,電話契約なし,DSL,なし,あり,あり,なし,なし,あり,毎月更新,電子請求書,電子決済,45.3,2651.2,Yes
1159-WFSGR,女性,非高齢者,既婚,あり,16,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,電子決済,20.4,321.4,No
7654-YWJUF,男性,非高齢者,既婚,なし,43,あり,1回線,Fiber optic,あり,なし,あり,あり,なし,なし,1年更新,電子請求書,口座引き落とし,84.25,3539.25,No
1875-QIVME,女性,非高齢者,既婚,なし,2,あり,複数回線,Fiber optic,なし,なし,あり,あり,あり,あり,毎月更新,電子請求書,電子決済,104.4,242.8,Yes
6727-IOTLZ,男性,非高齢者,既婚,なし,14,あり,1回線,DSL,なし,あり,あり,あり,あり,あり,2年更新,紙請求書,郵送小切手,81.95,1181.75,No
0691-JVSYA,女性,非高齢者,既婚,なし,53,あり,1回線,Fiber optic,なし,なし,あり,なし,あり,あり,1年更新,電子請求書,口座引き落とし,94.85,5000.2,Yes
5918-VUKWP,女性,非高齢者,未婚,なし,32,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,口座引き落とし,20.55,654.55,No
1744-JHKYS,女性,非高齢者,既婚,なし,34,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,電子決済,24.7,780.2,No
2656-FMOKZ,女性,高齢者,未婚,なし,15,あり,複数回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,郵送小切手,74.45,1145.7,Yes
2070-FNEXE,女性,高齢者,未婚,なし,7,あり,1回線,Fiber optic,あり,なし,なし,なし,なし,なし,毎月更新,紙請求書,口座引き落とし,76.45,503.6,Yes
5947-SGKCL,女性,非高齢者,既婚,あり,15,あり,複数回線,Fiber optic,なし,あり,あり,なし,あり,あり,毎月更新,電子請求書,口座引き落とし,105.35,1559.25,No
3712-PKXZA,男性,非高齢者,既婚,なし,61,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,電子請求書,クレジットカード,20.55,1252,No
6317-YPKDH,女性,非高齢者,未婚,なし,1,なし,電話契約なし,DSL,なし,あり,なし,なし,なし,なし,毎月更新,紙請求書,口座引き落とし,29.95,29.95,Yes
6582-OIVSP,女性,非高齢者,未婚,なし,1,あり,1回線,DSL,なし,なし,なし,なし,なし,なし,毎月更新,紙請求書,郵送小切手,45.3,45.3,No
9367-WXLCH,男性,非高齢者,未婚,なし,8,あり,複数回線,Fiber optic,なし,なし,なし,なし,なし,あり,毎月更新,紙請求書,口座引き落とし,84.5,662.65,Yes
5524-KHNJP,男性,非高齢者,既婚,あり,33,あり,1回線,DSL,あり,なし,あり,なし,あり,あり,1年更新,紙請求書,クレジットカード,74.75,2453.3,No
1918-ZBFQJ,女性,非高齢者,未婚,なし,13,あり,1回線,Fiber optic,なし,あり,あり,なし,なし,なし,毎月更新,電子請求書,電子決済,79.25,1111.65,Yes
1024-GUALD,女性,非高齢者,既婚,なし,1,なし,電話契約なし,DSL,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,24.8,24.8,Yes
4827-USJHP,男性,非高齢者,未婚,なし,20,あり,1回線,DSL,なし,あり,なし,なし,なし,なし,毎月更新,電子請求書,郵送小切手,51.8,1023.85,No
8167-GJLRN,男性,非高齢者,未婚,なし,3,なし,電話契約なし,DSL,なし,なし,なし,あり,なし,なし,毎月更新,紙請求書,電子決済,30.4,82.15,No
0956-SYCWG,女性,非高齢者,未婚,なし,13,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,電子決済,19.65,244.8,No
8017-UVSZU,女性,非高齢者,既婚,なし,40,あり,複数回線,DSL,なし,あり,なし,なし,なし,なし,毎月更新,紙請求書,クレジットカード,56.6,2379.1,No
7100-FQPRV,男性,非高齢者,既婚,あり,43,あり,複数回線,DSL,あり,なし,なし,あり,なし,あり,1年更新,電子請求書,クレジットカード,71.9,3173.35,No
2472-OVKUP,男性,非高齢者,既婚,なし,6,あり,1回線,Fiber optic,なし,あり,あり,なし,なし,あり,毎月更新,電子請求書,電子決済,91,531,Yes
2984-RGEYA,女性,非高齢者,既婚,あり,69,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,口座引き落とし,19.75,1375.4,No
9680-NIAUV,女性,非高齢者,既婚,あり,72,あり,複数回線,Fiber optic,あり,あり,あり,なし,あり,あり,2年更新,紙請求書,クレジットカード,109.7,8129.3,No
2146-EGVDT,男性,非高齢者,既婚,あり,59,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,クレジットカード,19.3,1192.7,No
2604-IJPDU,女性,非高齢者,既婚,なし,20,あり,1回線,Fiber optic,あり,あり,なし,あり,あり,なし,毎月更新,電子請求書,電子決済,96.55,1901.65,No
9178-JHUVJ,男性,非高齢者,既婚,あり,24,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,電子請求書,口座引き落とし,24.1,587.4,No
6168-YBYNP,男性,非高齢者,未婚,なし,59,あり,複数回線,Fiber optic,なし,あり,あり,あり,あり,あり,毎月更新,電子請求書,電子決済,111.35,6519.75,No
7255-SSFBC,男性,非高齢者,既婚,あり,72,あり,複数回線,Fiber optic,なし,あり,あり,あり,あり,あり,2年更新,電子請求書,口座引き落とし,112.25,8041.65,No
3645-DEYGF,男性,非高齢者,未婚,あり,1,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,郵送小切手,20.75,20.75,No
9323-HGFWY,女性,非高齢者,既婚,なし,27,あり,1回線,Fiber optic,あり,なし,なし,あり,あり,あり,1年更新,電子請求書,クレジットカード,101.9,2681.15,No
8544-GOQSH,女性,非高齢者,未婚,なし,14,あり,1回線,Fiber optic,なし,あり,なし,あり,なし,なし,毎月更新,電子請求書,クレジットカード,80.05,1112.3,No
3363-DTIVD,男性,非高齢者,既婚,あり,71,あり,複数回線,Fiber optic,あり,なし,あり,なし,あり,あり,2年更新,紙請求書,電子決済,105.55,7405.5,No
7018-WBJNK,男性,非高齢者,未婚,あり,13,あり,1回線,Fiber optic,なし,なし,なし,なし,あり,なし,毎月更新,電子請求書,クレジットカード,78.3,1033.95,No
9142-KZXOP,男性,非高齢者,未婚,なし,44,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,紙請求書,クレジットカード,68.85,2958.95,No
7674-YTAFD,女性,非高齢者,未婚,なし,33,あり,1回線,Fiber optic,なし,あり,なし,あり,なし,なし,1年更新,電子請求書,口座引き落とし,79.95,2684.85,No
6348-SNFUS,男性,非高齢者,既婚,あり,72,なし,電話契約なし,DSL,あり,あり,あり,あり,なし,あり,2年更新,電子請求書,クレジットカード,55.45,4179.2,No
1285-OKIPP,男性,非高齢者,未婚,なし,1,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,あり,毎月更新,紙請求書,電子決済,79.9,79.9,Yes
7825-ECJRF,女性,非高齢者,未婚,なし,19,あり,1回線,Fiber optic,あり,なし,あり,あり,あり,あり,毎月更新,電子請求書,電子決済,106.6,1934.45,Yes
1347-KTTTA,男性,非高齢者,既婚,なし,64,あり,1回線,Fiber optic,なし,あり,あり,あり,あり,あり,1年更新,電子請求書,クレジットカード,102.45,6654.1,No
7841-TZDMQ,男性,非高齢者,未婚,なし,2,あり,1回線,DSL,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,クレジットカード,46,84.5,Yes
4195-NZGTA,女性,非高齢者,未婚,なし,1,なし,電話契約なし,DSL,なし,なし,なし,なし,なし,なし,毎月更新,紙請求書,電子決済,25.25,25.25,No
7157-SMCFK,男性,非高齢者,未婚,あり,61,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,郵送小切手,19.75,1124.2,No
4709-LKHYG,女性,非高齢者,既婚,あり,29,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,電子決済,20,540.05,No
2504-DSHIH,男性,高齢者,既婚,なし,23,あり,複数回線,Fiber optic,なし,なし,なし,なし,なし,あり,毎月更新,紙請求書,電子決済,86.8,1975.85,No
0699-NDKJM,女性,非高齢者,既婚,なし,57,なし,電話契約なし,DSL,あり,あり,あり,なし,あり,あり,毎月更新,電子請求書,口座引き落とし,58.75,3437.45,No
9286-BHDQG,男性,非高齢者,既婚,あり,72,なし,電話契約なし,DSL,あり,あり,あり,あり,なし,なし,2年更新,紙請求書,クレジットカード,45.25,3139.8,No
0230-WEQUW,男性,非高齢者,既婚,なし,66,なし,電話契約なし,DSL,あり,あり,あり,あり,あり,なし,2年更新,電子請求書,口座引き落とし,56.6,3789.2,No
2040-LDIWQ,男性,非高齢者,既婚,あり,65,あり,複数回線,DSL,なし,あり,あり,あり,あり,あり,2年更新,電子請求書,口座引き落とし,84.2,5324.5,No
